,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC,gradosX,minutosX,segundosX,X,gradosY,minutosY,segundosY,Y
14,3,Baja California Sur,1,Comondú,49,Las Barrancas,"112°11'50.711"" W","26°00'07.784"" N",9.0,539,268,271,33,16,17,506,252,254,489,240,249,420,204,216,390,191,199,365,178,187,26,16,10,60,32,28,64,32,32,30,13,17,25,13,12,47,25,22,137,63,30,33,101.12,149,340,50,50,28,22,46,23,23,53,26,27,31,17,14,41,21,20,39,20,19,36,19,17,40,22,18,54,21,33,35,17,18,32,17,15,19,7,12,13,6,7,25,12,13,13,7,6,7,3,4,4,2,2,1,0,1,2.26,507,252,255,29,14,15,485,238,247,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        2,        1,        1,44,14,30,13,5,13,8,181,30,138,21,37,2,23,6,314,11,8,3,0,0,0,4,3,1,18,8,10,3,3,0,2,1,1,13,5,8,28,17,11,12,5,7,104,36,68,11,5,6,148,78,70,80,47,33,8.22,8.54,7.92,287,114,173,132,90,42,286,114,172,1,0,1,31,505,323,26,0,0,166,0,0,0,106,289,25,361,110,4,62,165,20,145,539,52,487,188,165,188,165,165,165,20,3,539,3.27,0.86,160,5,49,116,2,27,136,165,0,164,159,1,129,22,134,30,138,25,138,0,133,36,1,148,139,65,129,3,4,19,152,23,8,137,15,142,0,0,10,25,133,3,3,112.0,0.18333333333333332,0.014086388888888888,-112.19741972222222,26.0,0.0,0.002162222222222222,26.00216222222222
15,3,Baja California Sur,1,Comondú,50,El Canelo,"111°49'00.243"" W","25°37'39.240"" N",37.0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,111.0,0.8166666666666667,6.75e-05,-111.81673416666666,25.0,0.6166666666666667,0.0109,25.627566666666667
16,3,Baja California Sur,1,Comondú,52,El Cantil,"111°24'52.905"" W","25°15'14.509"" N",150.0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,111.0,0.4,0.014695833333333333,-111.41469583333334,25.0,0.25,0.004030277777777778,25.254030277777776
17,3,Baja California Sur,1,Comondú,55,Carambuche,"112°01'14.427"" W","26°12'57.510"" N",127.0,95,48,47,3,0,3,92,48,44,92,48,44,83,44,39,81,43,38,75,39,36,1,0,1,8,4,4,7,2,5,2,1,1,6,4,2,8,2,6,21,27,15,12,97.92,14,57,24,3,0,3,5,3,2,6,2,4,9,5,4,5,1,4,3,3,0,4,3,1,5,3,2,6,4,2,7,2,5,10,4,6,5,3,2,3,3,0,6,3,3,6,4,2,5,2,3,4,2,2,3,1,2,3.34,95,48,47,0,0,0,92,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,2,0,1,1,0,0,1,20,9,9,1,6,1,1,1,73,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,2,1,1,5,2,3,19,11,8,19,13,6,7,2,5,14,8,6,17,7,10,7.02,7.02,7.03,44,14,30,38,30,8,44,14,30,0,0,0,7,88,4,18,0,0,66,0,0,0,15,60,8,77,16,0,2,40,16,24,95,29,66,69,40,68,39,40,40,15,14,95,2.38,0.64,38,2,17,23,2,4,34,38,2,39,33,1,14,4,34,4,35,5,35,1,34,22,1,36,27,16,18,0,0,7,35,2,0,20,0,34,0,0,3,20,38,3,1,112.0,0.016666666666666666,0.0040075,-112.02067416666667,26.0,0.2,0.015975,26.215975
18,3,Baja California Sur,1,Comondú,68,Coahuila Lote 11,"111°35'36.792"" W","24°54'32.798"" N",50.0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,111.0,0.5833333333333334,0.01022,-111.59355333333333,24.0,0.9,0.009110555555555556,24.909110555555554
19,3,Baja California Sur,1,Comondú,105,La Escondida,"112°27'02.920"" W","26°23'26.668"" N",101.0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,112.0,0.45,0.0008111111111111111,-112.45081111111111,26.0,0.38333333333333336,0.007407777777777778,26.39074111111111
20,3,Baja California Sur,1,Comondú,112,Francisco Villa,"112°01'43.019"" W","25°48'10.922"" N",33.0,38,21,17,2,1,1,36,20,16,34,19,15,29,14,15,26,13,13,24,12,12,4,3,1,3,3,0,4,2,2,3,1,2,2,1,1,2,2,0,7,9,3,6,80.95,12,19,7,4,2,2,5,5,0,3,1,2,2,1,1,2,2,0,2,0,2,1,1,0,3,2,1,3,1,2,0,0,0,2,1,1,2,2,0,2,0,2,2,1,1,0,0,0,1,0,1,1,1,0,3,1,2,3.07,38,21,17,0,0,0,34,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,37,3,2,1,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,3,0,3,7,5,2,2,1,1,0,0,0,9,5,4,3,1,2,6.58,6.77,6.38,10,1,9,19,13,6,10,1,9,0,0,0,1,37,10,5,0,0,17,0,0,5,7,20,2,38,0,0,0,12,3,9,38,9,29,22,12,22,12,12,12,9,1,38,3.17,0.83,12,0,6,6,0,1,11,12,0,12,12,0,12,0,11,1,0,12,0,0,0,3,0,12,11,7,9,0,2,1,11,1,4,5,0,11,0,0,1,4,11,0,1,112.0,0.016666666666666666,0.011949722222222221,-112.02861638888889,25.0,0.8,0.003033888888888889,25.80303388888889
21,3,Baja California Sur,1,Comondú,133,Ciudad Insurgentes,"111°46'38.863"" W","25°15'50.776"" N",34.0,9133,4488,4645,396,190,206,8737,4298,4439,8425,4144,4281,7236,3581,3655,6704,3322,3382,6196,3082,3114,474,228,246,1027,489,538,1216,583,633,532,259,273,508,240,268,939,448,491,2225,1137,602,535,103.5,2429,5917,787,708,344,364,830,407,423,891,415,476,797,376,421,650,312,338,639,306,333,606,297,309,663,317,346,653,342,311,574,275,299,496,247,249,489,248,241,350,181,169,297,163,134,203,106,97,123,66,57,95,48,47,69,38,31,2.54,6898,3374,3524,2203,1097,1106,8263,4071,4192,143,66,77,130,62,68,1,1,0,129,61,68,129,1,128,295,       99,       44,       55,572,255,308,69,111,94,104,1488,356,1046,73,246,45,263,138,7010,190,88,102,24,14,10,23,10,13,431,208,223,313,156,157,25,9,16,356,191,165,585,291,294,733,340,393,856,392,464,337,142,195,1455,735,720,2465,1283,1182,8.81,8.94,8.69,4293,1591,2702,2918,1981,937,4250,1575,2675,43,16,27,1168,7962,2938,1332,6,34,3760,7,10,11,2291,4061,884,7388,971,4,766,2637,970,1667,9077,3317,5760,3152,2639,3116,2603,2632,2637,322,191,9077,3.44,1,2568,62,846,1784,187,498,1945,2615,15,2616,2607,14,2194,272,2492,119,2482,148,2471,4,2432,653,19,2451,1814,984,1958,117,508,1241,2365,759,815,2432,1020,1712,260,171,173,138,1438,31,6,111.0,0.7666666666666667,0.010795277777777777,-111.77746194444444,25.0,0.25,0.014104444444444445,25.264104444444445
22,3,Baja California Sur,1,Comondú,137,Jesús María,"111°25'42.502"" W","25°19'52.012"" N",155.0,18,8,10,1,0,1,17,8,9,16,8,8,16,8,8,16,8,8,15,8,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,5,4,1,125,2,13,3,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,0,0,0,1,0,1,2,1,1,1,1,0,2,0,2,1,1,0,2,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1.75,18,8,10,0,0,0,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,2,1,1,1,1,0,1,3,0,2,0,0,0,1,1,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0,5,3,2,3,1,2,1,0,1,5,2,3,0,0,0,4.81,3.63,6,11,4,7,5,4,1,11,4,7,0,0,0,5,13,1,1,0,0,11,0,0,0,8,7,1,17,0,0,1,5,1,4,18,5,13,8,5,8,5,5,5,3,0,18,3.6,1.2,4,1,3,2,0,3,2,5,0,5,0,0,0,0,3,2,3,2,3,0,3,1,0,1,0,0,4,0,0,4,3,0,1,3,0,1,0,0,1,2,5,0,1,111.0,0.4166666666666667,0.011806111111111111,-111.42847277777778,25.0,0.31666666666666665,0.014447777777777778,25.331114444444445
23,3,Baja California Sur,1,Comondú,153,La Lomboyosa,"111°51'23.759"" W","26°19'04.308"" N",329.0,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,111.0,0.85,0.006599722222222222,-111.85659972222221,26.0,0.31666666666666665,0.0011966666666666666,26.31786333333333
24,3,Baja California Sur,1,Comondú,159,Magisterial Lote 611-2,"111°40'59.249"" W","24°55'12.724"" N",34.0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,111.0,0.6666666666666666,0.016458055555555556,-111.68312472222223,24.0,0.9166666666666666,0.0035344444444444447,24.920201111111112
25,3,Baja California Sur,1,Comondú,162,María Auxiliadora,"111°54'01.996"" W","25°25'38.839"" N",20.0,130,58,72,5,3,2,125,55,70,122,54,68,104,51,53,98,49,49,93,47,46,5,2,3,16,2,14,18,3,15,6,2,4,5,2,3,11,7,4,31,25,11,14,124.14,32,79,19,8,4,4,10,3,7,14,2,12,7,3,4,9,6,3,7,5,2,16,8,8,7,3,4,3,1,2,6,5,1,7,3,4,11,4,7,6,3,3,3,1,2,7,5,2,5,1,4,2,0,2,2,1,1,2.35,109,49,60,21,9,12,118,53,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,9,3,6,0,3,2,1,27,9,11,1,5,1,10,2,93,1,0,1,0,0,0,0,0,0,4,2,2,1,0,1,0,0,0,6,4,2,8,6,2,9,4,5,25,11,14,3,1,2,27,12,15,23,14,9,7.91,7.96,7.86,66,20,46,38,31,7,66,20,46,0,0,0,21,109,18,6,0,0,84,1,0,0,25,66,13,127,3,0,0,44,8,36,130,21,109,58,44,58,44,44,44,10,4,130,2.95,0.83,44,0,11,33,3,8,33,43,1,44,43,0,29,8,34,10,37,7,37,0,33,6,0,39,26,15,38,0,4,24,39,8,0,41,2,37,1,1,3,3,36,1,1,111.0,0.9,0.0005544444444444444,-111.90055444444445,25.0,0.4166666666666667,0.01078861111111111,25.427455277777778
26,3,Baja California Sur,1,Comondú,181,El Ojo de Agua,"111°20'31.104"" W","24°57'56.112"" N",129.0,10,5,5,0,0,0,10,5,5,10,5,5,8,3,5,8,3,5,7,3,4,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,1,100,2,7,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.33,10,5,5,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,2,1,1,5.5,6,5.2,5,1,4,3,2,1,5,1,4,0,0,0,0,10,1,0,0,0,9,0,0,0,1,6,1,10,0,0,0,4,1,3,10,4,6,4,4,4,4,4,4,0,0,10,2.5,0.83,4,0,3,1,0,2,2,2,2,4,0,0,2,0,3,1,4,0,2,0,3,1,0,0,0,0,3,0,1,3,3,0,0,4,0,1,0,0,1,0,4,0,1,111.0,0.3333333333333333,0.00864,-111.34197333333333,24.0,0.95,0.015586666666666667,24.965586666666667
27,3,Baja California Sur,1,Comondú,182,El Ojo de Agua,"111°58'39.484"" W","26°19'46.633"" N",190.0,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,111.0,0.9666666666666667,0.010967777777777778,-111.97763444444445,26.0,0.31666666666666665,0.012953611111111112,26.329620277777778
28,3,Baja California Sur,1,Comondú,183,El Duguajal,"111°55'17.078"" W","26°21'30.620"" N",221.0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,111.0,0.9166666666666666,0.004743888888888889,-111.92141055555555,26.0,0.35,0.008505555555555556,26.358505555555556
29,3,Baja California Sur,1,Comondú,193,Palo Bola,"111°38'32.276"" W","25°04'01.638"" N",57.0,342,153,189,8,2,6,334,151,183,320,143,177,264,117,147,243,107,136,226,103,123,20,11,9,50,23,27,58,26,32,21,10,11,17,4,13,23,13,10,70,64,24,40,123.53,99,203,40,22,10,12,31,13,18,46,23,23,25,8,17,15,9,6,25,14,11,24,10,14,23,11,12,22,9,13,18,9,9,14,6,8,13,7,6,24,11,13,10,4,6,15,5,10,8,2,6,1,1,0,6,1,5,2.47,326,146,180,16,7,9,316,142,174,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,       36,       15,       21,35,16,17,9,13,6,11,56,18,43,1,14,2,12,2,251,3,1,2,0,0,0,1,1,0,16,4,12,8,5,3,3,3,0,10,3,7,28,9,19,14,6,8,49,20,29,6,0,6,89,43,46,51,29,22,7.8,8.46,7.28,140,45,95,122,71,51,137,45,92,3,0,3,33,309,137,56,0,0,124,0,0,0,82,147,35,327,9,0,6,94,15,79,307,48,259,112,95,111,94,93,94,14,3,307,3.27,1.08,86,7,31,62,10,17,66,92,1,93,37,0,76,3,84,8,90,3,89,0,86,30,1,88,63,28,63,1,24,60,83,13,0,86,9,47,2,2,5,7,77,1,2,111.0,0.6333333333333333,0.008965555555555556,-111.6422988888889,25.0,0.06666666666666667,0.00045499999999999995,25.067121666666665
